fpr_point,ci_low,ci_high,n_good_test_jul,n_train_jan,n_train_jul,threshold_chi2_95,variant
0.6237011744620728,0.6186655579430724,0.6289413652017778,33973,135313,255293,15.50731305586545,with
0.1668992132996883,0.16309856018999552,0.17084755826035328,33685,135313,255293,15.50731305586545,without
