TrackID,YearMonth,x_idx,distance,variant
4519,2024-07,2,0.48912107944488525,without
4519,2024-08,3,0.9176831841468811,without
4519,2024-09,4,0.8896409273147583,without
4519,2024-10,5,0.6534373164176941,without
4519,2024-11,6,1.2453469038009644,without
4519,2024-12,7,1.4861772060394287,without
4519,2025-01,8,1.5070817470550537,without
4519,2025-02,9,1.5703691244125366,without
4519,2025-03,10,1.1826623678207397,without
4519,2025-04,11,0.7060611248016357,without
4519,2025-05,12,0.6203420758247375,without
4519,2025-06,13,0.6222569942474365,without
4519,2025-07,14,0.6202982068061829,without
4519,2025-08,15,0.517157793045044,without
4519,2025-09,16,0.7072665095329285,without
4519,2025-10,17,0.7728939652442932,without
4519,2025-11,18,1.1630245447158813,without
4519,2025-12,19,1.6825288534164429,without
6503,2024-05,0,0.0,without
6503,2024-06,1,0.18065272271633148,without
6503,2024-07,2,0.28367260098457336,without
6503,2024-08,3,0.735504150390625,without
6503,2024-09,4,0.18527686595916748,without
6503,2024-10,5,0.564845085144043,without
6503,2024-11,6,1.0457483530044556,without
6503,2024-12,7,1.06453275680542,without
6503,2025-01,8,1.0355064868927002,without
6503,2025-02,9,1.047391653060913,without
6503,2025-03,10,0.7988616228103638,without
6503,2025-04,11,0.48068374395370483,without
6503,2025-05,12,0.37692326307296753,without
6503,2025-06,13,0.3226911723613739,without
6503,2025-07,14,0.348531037569046,without
6503,2025-08,15,0.3046157956123352,without
6503,2025-09,16,0.16476434469223022,without
6503,2025-10,17,0.8059887886047363,without
6503,2025-11,18,1.0827916860580444,without
6503,2025-12,19,1.17766535282135,without
6507,2024-05,0,0.0,without
6507,2024-06,1,0.33274418115615845,without
6507,2024-07,2,0.37312716245651245,without
6507,2024-08,3,0.30533450841903687,without
6507,2024-09,4,0.2463802844285965,without
6507,2024-10,5,0.5502315759658813,without
6507,2024-11,6,1.0263383388519287,without
6507,2024-12,7,1.2551686763763428,without
6507,2025-01,8,1.0980291366577148,without
6507,2025-02,9,1.090469479560852,without
6507,2025-03,10,0.691429615020752,without
6507,2025-04,11,0.6177943348884583,without
6507,2025-05,12,0.489547461271286,without
6507,2025-06,13,0.4391482174396515,without
6507,2025-07,14,0.37567609548568726,without
6507,2025-08,15,0.38759928941726685,without
6507,2025-09,16,0.2429686188697815,without
6507,2025-10,17,0.5216023325920105,without
6507,2025-11,18,1.060587763786316,without
6507,2025-12,19,0.920518696308136,without
6521,2024-05,0,0.0,without
6521,2024-06,1,0.20364224910736084,without
6521,2024-07,2,0.29659751057624817,without
6521,2024-08,3,0.3107570707798004,without
6521,2024-09,4,0.10071296989917755,without
6521,2024-10,5,0.5005332827568054,without
6521,2024-11,6,0.8807745575904846,without
6521,2024-12,7,1.0240529775619507,without
6521,2025-01,8,0.9754183888435364,without
6521,2025-02,9,1.0174260139465332,without
6521,2025-03,10,0.6767983436584473,without
6521,2025-04,11,0.4233063757419586,without
6521,2025-05,12,0.26665470004081726,without
6521,2025-06,13,0.23831632733345032,without
6521,2025-07,14,0.41933488845825195,without
6521,2025-08,15,0.3992699086666107,without
6521,2025-09,16,0.15334251523017883,without
6521,2025-10,17,0.6416171193122864,without
6521,2025-11,18,0.9404988884925842,without
6521,2025-12,19,1.1103320121765137,without
