epoch,loss,mse,kl,beta,val_loss,val_mse,val_kl,val_beta,lr
22,21.760894775390625,12.156801223754883,9.604106903076172,1.0,22.73626136779785,12.886310577392578,9.849956512451172,1.0,0.000125
23,21.725467681884766,12.142016410827637,9.583471298217773,1.0,22.73857879638672,12.884623527526855,9.853950500488281,1.0,0.000125
24,21.704374313354492,12.128863334655762,9.575515747070312,1.0,22.691659927368164,12.856758117675781,9.834894180297852,1.0,0.000125
25,21.692079544067383,12.127187728881836,9.564862251281738,1.0,22.686412811279297,12.868760108947754,9.817657470703125,1.0,0.000125
26,21.673437118530273,12.115728378295898,9.557706832885742,1.0,22.660938262939453,12.754807472229004,9.906129837036133,1.0,0.000125
27,21.66321563720703,12.111823081970215,9.551383018493652,1.0,22.649721145629883,12.822640419006348,9.827082633972168,1.0,0.000125
28,21.65137481689453,12.09990406036377,9.551457405090332,1.0,22.649948120117188,12.835577011108398,9.814374923706055,1.0,0.000125
29,21.638427734375,12.091961860656738,9.546464920043945,1.0,22.635509490966797,12.758309364318848,9.87720775604248,1.0,0.000125
30,21.6300106048584,12.085539817810059,9.544472694396973,1.0,22.62656021118164,12.779654502868652,9.846916198730469,1.0,0.000125
31,21.666141510009766,12.085028648376465,9.581125259399414,1.0,22.494274139404297,12.719568252563477,9.77469253540039,1.0,6.25e-05
32,21.649017333984375,12.074444770812988,9.574585914611816,1.0,22.496702194213867,12.683955192565918,9.812747955322266,1.0,6.25e-05
33,21.64366912841797,12.066433906555176,9.577242851257324,1.0,22.492595672607422,12.728818893432617,9.763788223266602,1.0,6.25e-05
34,21.634658813476562,12.062904357910156,9.571744918823242,1.0,22.477773666381836,12.747505187988281,9.730278968811035,1.0,6.25e-05
35,21.6324462890625,12.060531616210938,9.571939468383789,1.0,22.46992301940918,12.683958053588867,9.785966873168945,1.0,6.25e-05
36,21.62963104248047,12.059184074401855,9.570443153381348,1.0,22.470975875854492,12.699912071228027,9.771068572998047,1.0,6.25e-05
37,21.625715255737305,12.055768013000488,9.569936752319336,1.0,22.45925521850586,12.657206535339355,9.802033424377441,1.0,6.25e-05
38,21.62215232849121,12.055099487304688,9.567057609558105,1.0,22.465354919433594,12.736136436462402,9.729216575622559,1.0,6.25e-05
39,21.616872787475586,12.046700477600098,9.57018756866455,1.0,22.453481674194336,12.68042278289795,9.773052215576172,1.0,6.25e-05
40,21.676525115966797,12.066668510437012,9.60985279083252,1.0,22.32286262512207,12.604015350341797,9.718841552734375,1.0,3.125e-05
41,21.653654098510742,12.055435180664062,9.598210334777832,1.0,22.31839370727539,12.596871376037598,9.721531867980957,1.0,3.125e-05
42,21.653528213500977,12.053560256958008,9.599957466125488,1.0,22.30781364440918,12.603784561157227,9.704023361206055,1.0,3.125e-05
43,21.649566650390625,12.051446914672852,9.598125457763672,1.0,22.304189682006836,12.552000045776367,9.75218677520752,1.0,3.125e-05
44,21.643884658813477,12.04875659942627,9.595142364501953,1.0,22.296077728271484,12.5344877243042,9.76158332824707,1.0,3.125e-05
45,21.64187240600586,12.042231559753418,9.599660873413086,1.0,22.30706214904785,12.585688591003418,9.721366882324219,1.0,3.125e-05
46,21.644285202026367,12.04499626159668,9.599302291870117,1.0,22.294307708740234,12.550711631774902,9.743596076965332,1.0,3.125e-05
47,21.642343521118164,12.042448043823242,9.599905967712402,1.0,22.297962188720703,12.555610656738281,9.742348670959473,1.0,3.125e-05
48,21.63827133178711,12.038841247558594,9.599444389343262,1.0,22.297513961791992,12.536612510681152,9.760899543762207,1.0,3.125e-05
49,21.705968856811523,12.07213020324707,9.633844375610352,1.0,22.1540470123291,12.478775978088379,9.675275802612305,1.0,1.5625e-05
