TrackID,variant,model,rss,r2,aic,bic,k,param_0,param_1,param_2,param_3
4515,without,joint,1.035299669110818,0.753368599710736,-51.22082706742329,-47.23789797320733,4,0.0031332516287678755,0.6672124838860998,-0.5451754467313481,0.8193142679397821
4517,without,linear,4.16463096815973,0.23764965560191376,-27.38209209887136,-25.39062755176338,2,0.04418437678114817,0.7686693540641251,,
4517,without,sinusoidal,1.4878627588539393,0.7276414896538599,-43.96783146699434,-39.98490237277838,4,0.6229275628414888,0.5060220752246534,-2.1364701196371545,1.2414861326949391
4517,without,joint,1.1469225264857068,0.7900517981667261,-49.172999643285365,-45.190070549069404,4,0.025332372909406535,0.993490607834849,-0.5614502501155267,0.8005633793098701
4519,without,linear,3.572875434805993,0.10552306844941528,-30.447231160701662,-28.45576661359368,2,0.025176029887389224,0.6399639826291648,,
4519,without,sinusoidal,0.8476939473227235,0.7877780250862831,-55.219357861287435,-51.23642876707147,4,0.5650398900696312,0.48592127620817405,-2.06502947833083,0.943804790763377
4519,without,joint,0.9644091815946585,0.758558119012945,-52.63943771498141,-48.65650862076545,4,0.008629146702239772,0.8475256902871188,-0.5252896404494742,0.6987026592505787
6503,without,linear,2.4856951352546663,0.09984035801796298,-37.703598412527825,-35.712133865419844,2,0.02036134227550135,0.40689962250845946,,
6503,without,sinusoidal,0.6226843809901339,0.7745035819115207,-61.38895547384989,-57.40602637963393,4,0.46032081986644324,0.5060058399748202,-2.223087814292961,0.6460782085619389
6503,without,joint,0.6215191327571524,0.7749255602214687,-61.4264171450569,-57.44348805084094,4,0.00616000607019763,0.5828225977732835,-0.44336909796663543,0.7231925113491795
6507,without,linear,2.213980647295193,0.07267709442983394,-40.01880360729662,-38.02733906018864,2,0.01615322981786016,0.4477791051779487,,
6507,without,sinusoidal,0.49353432303513584,0.7932837927040264,-66.03790291715848,-62.054973822942515,4,0.4417628424685726,0.49682172355157345,-2.3124333700456656,0.6594685405492549
6507,without,joint,0.5291044599833696,0.7783852872511162,-64.64603346569143,-60.66310437147547,4,0.004078574746618767,0.6106205068847773,-0.42595689889189375,0.5674806825454171
6521,without,linear,2.0378371622323934,0.134501830722061,-41.67686485429766,-39.68540030718968,2,0.02182252186357525,0.3216553473046846,,
6521,without,sinusoidal,0.46939713280870043,0.8006404208149807,-67.04076754685177,-63.05783845263581,4,0.43271922241298144,0.5231381659302624,-2.458360489339736,0.5717786498705986
6521,without,joint,0.41800043870700093,0.8224693213161515,-69.36010140947285,-65.37717231525689,4,0.009219223867339085,0.4840425350559273,-0.4153379376194837,0.6480499312763045
