epoch,loss,mse,kl,beta,val_loss,val_mse,val_kl,val_beta,lr
18,20.95880699157715,12.003125190734863,10.333466529846191,0.8666666746139526,22.231782913208008,13.061551094055176,10.581038475036621,0.8666666746139526,0.00025
19,21.603103637695312,12.28797721862793,9.98050308227539,0.9333333373069763,22.890239715576172,13.4148530960083,10.15220832824707,0.9333333373069763,0.00025
20,22.21807861328125,12.57417106628418,9.643903732299805,1.0,23.537113189697266,13.628931999206543,9.908171653747559,1.0,0.00025
21,22.188867568969727,12.5848388671875,9.604011535644531,1.0,23.487895965576172,13.561101913452148,9.926785469055176,1.0,0.00025
22,22.23280906677246,12.60714054107666,9.625670433044434,1.0,23.327882766723633,13.428574562072754,9.89930534362793,1.0,0.000125
23,22.207042694091797,12.58877944946289,9.618270874023438,1.0,23.30149269104004,13.368406295776367,9.933080673217773,1.0,0.000125
24,22.19850730895996,12.590418815612793,9.608098030090332,1.0,23.299942016601562,13.459738731384277,9.840187072753906,1.0,0.000125
25,22.191816329956055,12.585431098937988,9.606377601623535,1.0,23.287803649902344,13.440507888793945,9.847297668457031,1.0,0.000125
26,22.190073013305664,12.58912181854248,9.600940704345703,1.0,23.290250778198242,13.42467212677002,9.865591049194336,1.0,0.000125
27,22.18390655517578,12.587967872619629,9.595945358276367,1.0,23.31989860534668,13.455467224121094,9.864433288574219,1.0,0.000125
28,22.171615600585938,12.57765007019043,9.593978881835938,1.0,23.31085205078125,13.5226469039917,9.788200378417969,1.0,0.000125
29,22.17038917541504,12.577496528625488,9.592872619628906,1.0,23.32704734802246,13.485004425048828,9.84204387664795,1.0,0.000125
30,22.16152572631836,12.570786476135254,9.59075927734375,1.0,23.306140899658203,13.46130084991455,9.84483528137207,1.0,0.000125
31,22.22542953491211,12.604805946350098,9.620619773864746,1.0,23.122615814208984,13.269159317016602,9.853459358215332,1.0,6.25e-05
32,22.209495544433594,12.594786643981934,9.614723205566406,1.0,23.145511627197266,13.314772605895996,9.830741882324219,1.0,6.25e-05
33,22.2083740234375,12.592459678649902,9.61593246459961,1.0,23.10911750793457,13.311365127563477,9.797752380371094,1.0,6.25e-05
34,22.20293426513672,12.590668678283691,9.61224365234375,1.0,23.11202049255371,13.305171012878418,9.806852340698242,1.0,6.25e-05
35,22.201316833496094,12.588050842285156,9.613282203674316,1.0,23.120590209960938,13.303169250488281,9.817408561706543,1.0,6.25e-05
36,22.19972038269043,12.587932586669922,9.611815452575684,1.0,23.131763458251953,13.28657054901123,9.845194816589355,1.0,6.25e-05
37,22.200273513793945,12.587278366088867,9.613005638122559,1.0,23.11992645263672,13.314119338989258,9.80582332611084,1.0,6.25e-05
38,22.19263458251953,12.579389572143555,9.61324691772461,1.0,23.119068145751953,13.294632911682129,9.824441909790039,1.0,6.25e-05
39,22.18593978881836,12.576489448547363,9.609451293945312,1.0,23.103744506835938,13.288119316101074,9.815628051757812,1.0,6.25e-05
40,22.25550079345703,12.605732917785645,9.649760246276855,1.0,22.968505859375,13.189781188964844,9.778716087341309,1.0,3.125e-05
41,22.239091873168945,12.600663185119629,9.638432502746582,1.0,22.964826583862305,13.194866180419922,9.769963264465332,1.0,3.125e-05
42,22.237886428833008,12.597861289978027,9.640013694763184,1.0,22.951126098632812,13.163233757019043,9.787878036499023,1.0,3.125e-05
43,22.235532760620117,12.594185829162598,9.641353607177734,1.0,22.957748413085938,13.164753913879395,9.792997360229492,1.0,3.125e-05
44,22.230676651000977,12.59408187866211,9.636592864990234,1.0,22.955415725708008,13.178102493286133,9.777305603027344,1.0,3.125e-05
45,22.233381271362305,12.595742225646973,9.637635231018066,1.0,22.957117080688477,13.184656143188477,9.772453308105469,1.0,3.125e-05
46,22.23296546936035,12.595428466796875,9.637555122375488,1.0,22.951753616333008,13.163496971130371,9.788256645202637,1.0,3.125e-05
47,22.231813430786133,12.591290473937988,9.640530586242676,1.0,22.964624404907227,13.171299934387207,9.793320655822754,1.0,3.125e-05
48,22.230838775634766,12.594623565673828,9.636192321777344,1.0,22.953872680664062,13.178895950317383,9.774975776672363,1.0,3.125e-05
49,22.28986930847168,12.616449356079102,9.673423767089844,1.0,22.846540451049805,13.130110740661621,9.7164306640625,1.0,1.5625e-05
